Peak Frequency,Lower Frequency Bound,Upper Frequency Bound,Frequency Span,Peak Time,Event Onset Time,Event Offset Time,Event Duration,Peak Power,Normalized Peak Power,Filename,Channel_Number
12,9,18,9,0.172,0.07,0.282,0.212,4.784053296445395e-14,6.1251193577462955,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
9,6,12,6,0.922,0.81,1.05,0.24,4.051252598178814e-14,4.8318106470192586,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
12,10,15,5,2.546,2.356,2.654,0.298,4.7781595077998075e-14,6.117573421970376,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
9,7,11,4,2.726,2.284,2.892,0.608,4.9349784917377725e-14,5.88580470887171,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
10,8,12,4,1.062,0.936,1.188,0.252,8.314107405547253e-14,10.704827836375957,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
9,7,12,5,1.476,1.336,1.738,0.402,5.1733684450839343e-14,6.1701254434608614,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
10,8,13,5,1.912,1.388,2.042,0.654,4.74090701731904e-14,6.104154172317486,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
10,8,13,5,3.048,2.892,3.19,0.298,5.247833186048979e-14,6.75684689052642,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
8,7,10,3,0.844,0.664,1.102,0.438,4.024163873555428e-14,4.278061577663087,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
11,9,17,8,0.426,0.154,0.526,0.372,3.1336723140819717e-14,4.1584033795969795,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
12,9,16,7,0.446,0.366,0.534,0.168,3.140314984640721e-14,4.020608239489162,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
12,8,15,7,1.248,1.16,1.336,0.176,3.182694764771847e-14,4.074867921723693,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
10,9,12,3,1.128,0.992,1.492,0.5,3.3666921665260256e-14,4.334784031860178,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
10,9,15,6,1.276,0.984,1.5,0.516,3.167935469606972e-14,4.0788748743208325,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
11,9,15,6,1.262,0.434,1.446,1.012,3.1845611341610585e-14,4.225933172182383,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
11,9,13,4,3.116,2.998,3.234,0.236,5.1781953215579356e-14,6.8714986020125775,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
12,10,15,5,0.636,0.484,1.058,0.574,6.956647304211635e-14,8.906735027325091,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
12,10,16,6,0.934,0.492,1.054,0.562,7.372437985691876e-14,9.43908017360459,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
8,6,14,8,2.258,2.098,2.432,0.334,5.1537595058462795e-14,5.478927105172021,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
11,9,14,5,1.118,0.982,1.218,0.236,4.0831670010165985e-14,5.4183889554069475,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
12,9,15,6,1.146,0.916,1.258,0.342,4.151290927348859e-14,5.314981009436856,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
12,7,15,8,2.336,2.214,2.512,0.298,7.574671606975984e-14,9.698003933804921,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
8,6,10,4,2.342,2.184,2.492,0.308,5.3439810091252596e-14,5.681150307306214,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
12,10,22,12,1.078,0.97,1.286,0.316,3.703123875140016e-14,4.741183746553498,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
8,7,10,3,0.478,0.0,0.832,0.712,4.4379244169032937e-14,4.717927631449211,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
12,10,15,5,0.874,0.778,1.068,0.29,3.461682098820094e-14,4.432060999320599,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
12,10,15,5,1.96,1.824,2.07,0.246,5.703058878435946e-14,7.301740630822339,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
10,7,12,5,1.798,1.666,1.92,0.254,3.8124599720137317e-14,4.908732307962695,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
8,6,9,3,1.93,1.774,2.11,0.336,5.81633879220974e-14,6.183310692971233,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
11,9,13,4,0.966,0.852,1.116,0.264,6.67646049602132e-14,8.85970615550281,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
12,9,16,7,3.03,2.914,3.124,0.21,4.634868659275529e-14,5.934115275562168,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
9,7,24,17,0.186,0.066,0.304,0.238,3.600915176005238e-14,4.294706356808459,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
9,6,11,5,1.75,1.644,1.91,0.266,4.589441191937244e-14,5.473692463669075,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
10,8,13,5,2.26,1.986,2.382,0.396,6.302213774638329e-14,8.114414471062481,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
8,6,10,4,2.312,1.882,2.472,0.59,5.432166334555402e-14,5.774899534298576,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
8,7,14,7,3.012,2.832,3.172,0.34,4.019894164830458e-14,4.273522479003576,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
11,5,13,8,0.358,0.248,0.474,0.226,3.765850471371025e-14,4.99730787320493,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
11,7,14,7,3.084,2.988,3.18,0.192,6.037415256806932e-14,8.01168899987275,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
12,10,14,4,1.978,1.68,2.15,0.47,4.6976845928672534e-14,6.014539774825889,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
9,7,11,4,1.182,0.99,1.342,0.352,9.003408855567966e-14,10.738102775264338,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
12,9,14,5,0.112,0.01,0.21,0.2,3.420883942263579e-14,4.379826301460868,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
9,6,12,6,1.66,1.548,1.796,0.248,4.967757393288277e-14,5.924899147362295,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
9,7,16,9,2.054,1.916,2.198,0.282,4.772918490868822e-14,5.692520479197522,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
10,6,14,8,1.624,1.524,1.752,0.228,4.7927468463624155e-14,6.170900537009171,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
11,6,14,8,1.59,1.486,1.678,0.192,4.6884825255358554e-14,6.221646562008616,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
12,10,22,12,2.914,2.818,3.166,0.348,3.780153255239583e-14,4.839806006366869,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,41
11,8,13,5,0.188,0.092,0.3,0.208,6.611471259622267e-14,7.668599792690159,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,8,31,23,0.146,0.046,0.286,0.24,6.28038853989608e-14,6.924702182073133,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,10,25,15,0.912,0.826,1.012,0.186,7.315612262261995e-14,8.06613092070333,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,10,14,4,2.514,2.254,2.654,0.4,4.614050566923014e-14,5.087412319476696,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,7,11,4,2.288,2.158,2.438,0.28,3.353947096199223e-14,4.209184729856396,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,6,11,5,3.126,2.998,3.246,0.248,4.039575581566247e-14,5.069644620303643,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,8,16,8,0.42,0.3,0.598,0.298,5.916314136631096e-14,7.240574014902059,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,9,22,13,2.594,2.194,3.222,1.028,3.938865515021688e-14,4.820509296434973,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,8,14,6,0.464,0.35,0.572,0.222,5.850440367334993e-14,6.78588532360262,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,9,14,5,2.528,2.378,2.664,0.286,4.378149632419603e-14,5.07818548173764,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,9,18,9,0.866,0.776,1.016,0.24,7.414994245104708e-14,8.175708636966897,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,9,16,7,1.46,1.38,1.554,0.174,4.869419761072021e-14,5.368980188203994,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,7,11,4,0.13,0.002,0.29,0.288,5.6768247004886155e-14,7.124383050181823,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,8,13,5,2.238,2.064,2.344,0.28,4.8829278694618964e-14,5.975882928420541,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,7,12,5,2.426,2.31,2.57,0.26,1.1110874137876401e-13,13.944084511501107,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,7,12,5,1.502,1.376,1.622,0.246,3.9086662455178424e-14,4.783550466834508,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
8,6,11,5,1.654,1.512,1.798,0.286,5.174121353062761e-14,6.608551025128108,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,8,15,7,0.508,0.344,0.634,0.29,4.732055882619734e-14,5.791240976982842,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,9,14,5,2.448,2.344,2.54,0.196,3.828786971369347e-14,4.221587458627713,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,7,12,5,1.374,1.27,1.5,0.23,5.374985751934237e-14,6.745576868483025,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,10,14,4,3.184,2.976,3.25,0.42,4.155164699305982e-14,4.581448723653887,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,6,11,5,0.09,0.0,0.212,0.248,3.9383601743539376e-14,4.942619853888263,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,7,12,5,2.198,2.086,2.326,0.24,3.6869991139415665e-14,4.627163137720246,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
8,6,14,8,1.842,1.698,1.972,0.274,3.996001178068308e-14,5.10381877033183,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,7,16,9,2.42,2.27,2.576,0.306,3.49499039251773e-14,4.386193272950364,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,7,12,5,2.09,1.968,2.244,0.276,4.950078801725869e-14,6.058064381940152,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,8,19,11,0.556,0.456,0.654,0.198,4.7021019217022026e-14,5.453935501798376,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,7,11,4,1.42,1.25,1.536,0.286,6.975820580206254e-14,8.754615568533113,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,8,12,4,1.82,1.19,2.028,0.838,3.6261977877743894e-14,4.437856555400097,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
8,6,10,4,0.538,0.282,0.72,0.438,3.377870570589803e-14,4.314322857697872,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
8,6,10,4,2.792,2.656,2.992,0.336,3.485813708114036e-14,4.452191238330085,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,8,12,4,0.584,0.448,0.71,0.262,3.354511224008281e-14,4.105357869837894,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,8,13,5,1.97,1.818,2.092,0.274,5.462225022181621e-14,6.335597029445779,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,7,11,4,1.408,1.228,1.542,0.314,6.79673516128582e-14,8.529864375673199,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,9,14,5,1.68,1.556,1.822,0.266,7.43264820525226e-14,8.621077253112468,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,9,14,5,1.694,1.566,1.818,0.252,7.41998172021661e-14,8.18120778396569,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,6,12,6,2.592,2.484,2.718,0.234,5.341206571768766e-14,6.536739026808114,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,7,11,4,1.022,0.51,1.292,0.782,5.0504949613247996e-14,6.338342752488745,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,10,14,4,2.06,1.768,2.186,0.418,4.079853393909627e-14,4.4984111285274,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
8,4,10,6,0.296,0.132,0.412,0.28,4.2208188045345973e-14,5.3909629353930555,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,8,12,4,0.722,0.568,0.854,0.286,6.754267561316154e-14,8.266088152987985,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,9,14,5,1.49,1.396,1.622,0.226,3.9292070883831165e-14,4.557460129552613,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,9,15,6,1.462,1.38,1.554,0.174,3.8496581323196594e-14,4.244599820499422,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
8,7,13,6,1.134,0.67,1.27,0.6,5.008867442527352e-14,6.397483517167794,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,7,14,7,0.842,0.72,0.972,0.252,1.6387209676067912e-13,20.565855916936275,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,4,13,9,1.228,1.118,1.362,0.244,5.707827826804295e-14,6.620470024071965,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,9,15,6,0.556,0.462,0.64,0.178,6.904912406443171e-14,7.61329680547313,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,10,21,11,1.662,1.536,1.772,0.236,3.6579132045879474e-14,4.033183518620874,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
8,7,10,3,1.27,0.91,2.074,1.164,3.644123933253644e-14,4.654390052243741,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
8,1,13,12,1.858,1.714,1.986,0.272,1.3409302417990633e-13,17.126784084453213,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,7,11,4,1.414,1.05,2.024,0.974,3.596230435619964e-14,4.51324895726895,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,8,15,7,3.1,2.998,3.202,0.204,5.3955105155976584e-14,6.258215334620348,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,10,14,4,2.096,1.998,2.226,0.228,3.732121932924309e-14,4.115005421800161,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,9,16,7,1.69,1.588,1.818,0.23,7.155402121658132e-14,7.8894846028549495,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,9,15,6,0.584,0.494,0.67,0.176,4.7202866016574206e-14,5.204547254181279,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,10,19,9,0.152,0.058,0.32,0.262,4.244582244335925e-14,4.680039736813514,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,8,19,11,1.684,1.578,1.8,0.222,3.7218843711406305e-14,4.554960849238503,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,8,20,12,1.66,1.572,1.768,0.196,3.749908929218057e-14,4.349493434665784,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,10,20,10,1.262,1.14,1.352,0.212,4.5101301919350595e-14,4.972830611216198,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,7,14,7,1.064,0.932,1.182,0.25,3.386865658161618e-14,4.250497339854915,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,8,12,4,2.874,2.518,2.992,0.474,4.940209043029342e-14,6.045985456328518,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,2,13,11,0.078,0.0,0.2,0.248,1.3816990820958933e-13,17.34024571885846,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,5,16,11,0.102,0.0,0.22,0.24,1.3729299896131586e-13,16.80235527982519,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,7,11,4,1.284,1.104,1.412,0.308,4.043060484916646e-14,5.074018154395504,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,8,12,4,1.212,1.034,1.386,0.352,3.7432367025243626e-14,4.581092513684344,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,7,11,4,2.166,2.02,2.336,0.316,4.419546003019844e-14,5.546505360770308,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,7,14,7,0.082,0.0,0.176,0.192,4.66970239163073e-14,5.416355510926035,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
8,6,10,4,1.024,0.764,1.166,0.402,4.0356153845871286e-14,5.154415284645245,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,8,12,4,1.58,1.422,1.726,0.304,7.033696288598625e-14,8.608061945294201,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,7,12,5,2.614,2.504,2.736,0.232,3.28687704743854e-14,4.125012196129162,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,8,16,8,3.142,2.974,3.25,0.34,4.651121380011877e-14,5.692190750277814,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,7,11,4,1.512,1.38,1.658,0.278,4.0546946324575004e-14,4.962264666164604,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,9,13,4,1.03,0.912,1.192,0.28,6.928990318840548e-14,8.036887953688018,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,9,14,5,2.476,2.364,2.612,0.248,4.560224297493899e-14,5.289372626627785,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,8,14,6,3.112,3.02,3.204,0.184,3.4539622817685285e-14,4.006226964895413,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,9,15,6,2.446,2.354,2.546,0.192,4.7924467324761e-14,5.284110391424228,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
8,6,9,3,0.97,0.764,1.626,0.862,3.366161581384945e-14,4.2993677672906525,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
8,6,9,3,0.978,0.764,1.626,0.862,3.3663936441147777e-14,4.299664165130301,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
8,6,11,5,1.456,0.778,1.614,0.836,3.7377680111532274e-14,4.773995222817127,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,10,14,4,2.426,2.244,2.62,0.376,3.636689006826124e-14,4.0097819014087515,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,9,14,5,3.17,3.062,3.25,0.22,5.952281029172375e-14,6.562933673480094,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,7,12,5,0.084,0.0,0.202,0.24,9.430656061977619e-14,11.835420282445016,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,7,11,4,1.084,0.966,1.204,0.238,3.4741231442432264e-14,4.360004993805861,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,9,14,5,0.728,0.604,0.88,0.276,8.997421479012785e-14,10.436046952224892,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,10,14,4,1.548,1.432,1.68,0.248,6.93392598808285e-14,7.645286930098981,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
8,7,11,4,2.806,2.598,2.968,0.37,6.600842506282912e-14,8.430804292169064,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,7,15,8,2.784,2.64,2.942,0.302,6.653334072784989e-14,8.34989681665997,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,8,14,6,1.418,1.308,1.554,0.246,6.848779148913993e-14,8.381754449513902,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,7,13,6,0.678,0.572,0.774,0.202,3.785171461659066e-14,4.632413609944591,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,8,13,5,1.214,1.12,1.328,0.208,5.303434043300309e-14,6.151416471153544,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
8,7,10,3,2.97,2.57,3.106,0.536,4.429766726383914e-14,5.657837813060606,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,6,11,5,3.016,2.772,3.144,0.372,4.1975112822489393e-14,5.267853035804921,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,8,14,6,1.702,1.612,1.792,0.18,4.79915210544939e-14,5.566503338780359,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,7,11,4,2.988,2.848,3.164,0.316,4.29010542391499e-14,5.384058162479868,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,9,13,4,1.846,1.74,1.972,0.232,6.909019041837839e-14,8.013723407603086,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
8,5,9,4,2.402,2.25,2.59,0.34,3.81010034436957e-14,4.866380360738915,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,10,15,5,0.328,0.21,0.424,0.214,5.913033802440888e-14,6.51966002012865,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
8,7,10,3,0.92,0.744,1.098,0.354,5.208190788814684e-14,6.652065583291811,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,7,19,12,0.834,0.664,0.986,0.322,5.5750194827100924e-14,6.996618074825274,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,8,14,6,2.632,2.48,2.764,0.284,5.56933229530552e-14,6.815926566182334,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,10,14,4,1.686,1.522,1.86,0.338,5.4178548305105566e-14,5.973679960828141,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
8,5,10,5,1.376,1.22,1.584,0.364,6.932785163666075e-14,8.854771926293985,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,7,11,4,0.228,0.078,0.362,0.284,5.5140477139893035e-14,6.920098848227242,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,8,13,5,0.746,0.59,0.854,0.264,3.982079244746574e-14,4.873395637712175,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,8,13,5,2.092,1.942,2.232,0.29,5.260699991431783e-14,6.438212505032089,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,10,18,8,0.846,0.758,1.072,0.314,5.888716039144017e-14,6.4928474642660206,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
8,6,10,4,0.872,0.72,0.998,0.278,3.3434414463766495e-14,4.270348894084046,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,7,11,4,2.504,2.328,2.67,0.342,5.20560121956302e-14,6.533000233646193,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,8,17,9,1.01,0.898,1.326,0.428,5.081233350499689e-14,6.218575503536659,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
10,8,12,4,2.392,2.088,2.584,0.496,5.686888557349022e-14,6.959795670591634,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,8,17,9,1.024,0.906,1.168,0.262,5.091226498984107e-14,5.905278408013346,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,7,11,4,0.086,0.0,0.208,0.248,3.418012689136165e-14,4.289586688433787,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,4,14,10,2.52,2.422,2.66,0.238,7.089774110453512e-14,8.223379961686485,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,9,14,5,2.544,2.424,2.706,0.282,6.902600601162143e-14,7.610747828929344,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
8,6,10,4,2.414,2.262,2.572,0.31,3.484116548403266e-14,4.450023572405555,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,8,14,6,0.44,0.346,0.55,0.204,3.842525758777268e-14,4.456919054783803,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,9,14,5,2.678,2.57,2.844,0.274,8.086892397506395e-14,9.37993056731041,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,9,14,5,0.398,0.228,0.504,0.276,4.178134313965057e-14,4.606774822467783,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,9,15,6,3.156,3.058,3.246,0.188,5.520028350427456e-14,6.0863356017688455,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
8,6,10,4,0.836,0.688,1.128,0.44,3.6862556396005525e-14,4.708201996759586,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,6,11,5,3.148,2.984,3.25,0.332,3.6102902437208247e-14,4.53089393730752,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,7,11,4,1.68,1.39,1.868,0.478,3.416001624754622e-14,4.287062813953137,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,7,12,5,2.346,2.206,2.468,0.262,1.1896839813757057e-13,14.93046701134946,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,10,18,8,0.696,0.604,0.864,0.26,4.234008991670004e-14,4.668381759708721,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,10,14,4,2.802,2.694,2.9,0.206,4.742154993924422e-14,5.228659154693129,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,8,14,6,1.274,1.184,1.366,0.182,5.730678843717954e-14,6.646974760564892,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
11,9,15,6,1.758,1.656,1.948,0.292,5.907993413519923e-14,6.8526407038669,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
8,5,10,5,2.72,2.556,3.25,0.332,4.54746124999149e-14,5.8081609716348455,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,9,14,5,0.782,0.68,0.886,0.206,3.694342141949514e-14,4.073349750444873,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,10,15,5,1.458,1.338,1.57,0.232,7.42272790049742e-14,8.18423569863404,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
12,10,16,6,2.524,2.39,2.63,0.24,5.043023623568122e-14,5.560394308175458,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
8,2,11,9,3.19,3.038,3.25,0.308,1.6941316503811287e-13,21.637983902718062,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
9,7,11,4,0.842,0.704,0.98,0.276,6.874455455764992e-14,8.627402907838,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,42
