Peak Frequency,Lower Frequency Bound,Upper Frequency Bound,Frequency Span,Peak Time,Event Onset Time,Event Offset Time,Event Duration,Peak Power,Normalized Peak Power,Filename,Channel_Number
12,4,15,11,1.192,1.09,1.3,0.21,2.6987918594643786e-14,5.418890845843768,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,7,12,5,0.682,0.538,0.792,0.254,2.530729150315098e-14,4.513325785709696,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,9,14,5,0.158,0.046,0.262,0.216,6.418882867287089e-14,12.487326076438572,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,9,13,4,1.308,1.13,1.438,0.308,5.1318506689377436e-14,9.983527352587359,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
12,9,16,7,0.198,0.094,0.3,0.206,6.774496710052734e-14,13.602478486276915,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,7,20,13,0.576,0.434,0.682,0.248,2.542736405096584e-14,4.534739635000569,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,8,19,11,0.608,0.522,0.716,0.194,2.5974900097604984e-14,5.053169749751136,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,8,12,4,2.128,2.014,2.244,0.23,3.136672673737707e-14,5.593971072703976,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,6,13,7,1.612,1.514,1.9,0.386,2.1814328840446897e-14,4.243770185581346,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,7,10,3,1.564,0.9,1.79,0.89,2.7313525944892637e-14,4.15260820245528,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,4,12,8,2.132,2.024,2.234,0.21,2.6978030318116775e-14,4.101601170465043,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,8,12,4,1.036,0.902,1.298,0.396,2.418686784104276e-14,4.31350839298386,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,7,12,5,2.098,1.968,2.198,0.23,2.7671045344394127e-14,4.934879833143999,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,6,11,5,0.684,0.542,0.818,0.276,3.5780206778592247e-14,4.85476603331957,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,6,11,5,2.6,2.02,2.988,0.968,3.179067834579879e-14,4.313454820549368,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,8,13,5,2.372,2.258,2.482,0.224,2.8960036388412684e-14,5.164759688749783,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,6,11,5,0.588,0.22,0.746,0.526,2.9259705572532295e-14,4.4484953574675385,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,8,13,5,0.474,0.288,0.626,0.338,2.509274588913683e-14,4.475063522368697,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,6,10,4,2.564,2.02,2.728,0.708,3.834323851293047e-14,5.202525885105281,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,6,15,9,2.158,2.072,2.25,0.178,2.2589435180648566e-14,4.394559751524991,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
12,10,15,5,2.752,2.656,2.846,0.19,3.620120279876079e-14,7.268821630937927,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,8,13,5,0.136,0.0,0.424,0.58,3.031051424388759e-14,4.608254910909488,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,7,11,4,1.978,1.796,2.18,0.384,3.273540604613562e-14,4.97692300628458,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,8,12,4,0.108,0.0,0.226,0.24,3.125280906682328e-14,5.573654889919485,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,9,13,4,2.406,2.26,2.522,0.262,2.0714499537721778e-14,4.0298088559309235,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,6,10,4,2.486,2.3,2.654,0.354,6.280692854079441e-14,8.52183290118411,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,6,13,7,0.112,0.0,0.218,0.218,4.087039945539323e-14,6.213725622920737,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,7,14,7,1.202,1.002,1.382,0.38,3.074367195824709e-14,4.1713938459326485,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,7,14,7,1.234,0.928,1.352,0.424,3.058746777388777e-14,4.650361503178025,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,7,14,7,1.25,1.168,1.336,0.168,2.8288195498784648e-14,5.503199366787366,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
12,9,14,5,0.452,0.334,0.556,0.222,3.5418218534970164e-14,7.111606607311138,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,7,12,5,0.444,0.238,0.58,0.342,2.996753328959947e-14,4.556109848168911,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,7,11,4,1.074,0.892,1.224,0.332,2.9943497189655166e-14,4.552455522982733,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,9,14,5,1.348,1.224,1.444,0.22,6.163295624709528e-14,11.9901054065757,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,6,9,3,1.322,1.128,1.592,0.464,5.1747561006433663e-14,7.021264662770923,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,7,11,4,1.184,0.948,1.328,0.38,3.802014388011501e-14,5.780387404161491,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,8,13,5,0.512,0.392,0.618,0.226,2.6986730495773124e-14,4.812838489784887,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,7,14,7,0.69,0.584,0.794,0.21,5.1837354529423366e-14,9.244721776389696,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,8,12,4,2.896,2.694,3.072,0.378,3.50379229489296e-14,6.248695602349385,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
12,9,15,6,1.592,1.438,1.69,0.252,3.110723983243404e-14,6.246007322732121,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,8,12,4,2.576,2.462,2.694,0.232,6.268524474059333e-14,11.179344555145978,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
12,10,14,4,0.112,0.006,0.252,0.246,2.0928400132674877e-14,4.20220312653586,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,6,10,4,0.538,0.38,1.004,0.624,4.961387354267858e-14,6.731759532494381,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,6,10,4,1.68,1.522,1.888,0.366,5.6623368005185444e-14,7.682828816076056,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,7,13,6,0.876,0.392,1.02,0.628,6.38159769474224e-14,9.702253376375827,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,7,11,4,2.246,1.496,2.37,0.874,3.086196673070078e-14,4.692094914745866,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,6,12,6,2.642,2.532,2.772,0.24,6.262421988962243e-14,9.521064754169416,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,9,13,4,2.05,1.912,2.77,0.858,3.622186462838312e-14,6.459840857067326,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,6,13,7,2.594,2.462,2.718,0.256,6.022516816760352e-14,10.740612222596175,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,8,12,4,2.948,2.766,3.164,0.398,3.580125434728909e-14,6.384828830309744,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
12,7,15,8,1.87,1.776,2.232,0.456,2.5904624368873605e-14,5.201376733267984,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
12,5,14,9,2.12,1.776,2.232,0.456,2.5976839668648772e-14,5.215876807644197,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,8,12,4,1.404,1.124,1.55,0.426,3.648120989372112e-14,6.506092731682434,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,3,14,11,0.066,0.0,0.156,0.184,2.221481306095984e-14,4.32168058141518,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,6,10,4,2.582,2.338,2.73,0.392,4.262774034235382e-14,5.783859975204087,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,7,11,4,1.56,1.404,1.722,0.318,2.8880978687565277e-14,4.39091566701756,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,6,11,5,2.65,2.526,2.788,0.262,3.8736452692128726e-14,5.8892913169796515,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,8,12,4,1.496,1.388,1.642,0.254,2.928919711551216e-14,5.2234625174217495,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,9,14,5,0.266,0.14,0.386,0.246,3.259832618725568e-14,6.341694295761667,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,9,13,4,1.028,0.9,1.21,0.31,3.365624557463272e-14,6.547502450013695,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
12,9,16,7,2.046,1.95,2.138,0.188,2.728070629835786e-14,5.4776795442707265,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,6,13,7,2.092,1.934,2.216,0.282,4.8222008307894576e-14,6.542907072624566,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,6,9,3,2.886,2.618,3.078,0.46,5.103728956066252e-14,6.92489289749008,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,6,11,5,3.022,2.896,3.172,0.276,3.8509529931628846e-14,5.854791145948024,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,8,13,5,0.396,0.26,0.684,0.424,2.87673093593826e-14,5.130388572045476,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,6,14,8,2.142,2.042,2.252,0.21,4.947742436241097e-14,8.823849646556084,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,5,24,19,1.126,1.02,1.216,0.196,2.1330894768401478e-14,4.14972268512208,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,8,13,5,0.146,0.018,0.294,0.276,3.385431168936804e-14,6.037609275020741,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,8,13,5,0.114,0.002,0.246,0.244,3.364800530313517e-14,6.545899383572451,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,8,13,5,2.384,2.28,2.512,0.232,2.12308319427158e-14,4.130256414147812,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,6,15,9,2.416,1.664,2.628,0.964,3.530385060287194e-14,4.7901325951743035,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,7,11,4,1.346,1.216,1.458,0.242,3.1053285291925386e-14,4.721182006182766,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,7,11,4,1.776,1.646,1.932,0.286,3.406866766105191e-14,5.179625254587876,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,6,12,6,1.41,1.246,1.902,0.656,2.611025492150795e-14,4.656527024791361,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,9,22,13,1.482,1.37,1.634,0.264,2.2512643968541067e-14,4.379620751620845,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,6,15,9,2.43,2.336,2.556,0.22,4.2183137237604766e-14,8.206328118209756,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
12,6,15,9,2.442,2.35,2.644,0.294,4.20866216124798e-14,8.450551967857953,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,5,11,6,1.93,1.806,2.056,0.25,7.330412280525917e-14,9.946123780094608,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,6,11,5,2.768,2.57,2.922,0.352,4.883277292455987e-14,6.625777452152787,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,8,12,4,0.206,0.074,0.81,0.736,3.40845740632124e-14,6.0786744798539445,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,8,13,5,0.65,0.474,0.78,0.306,5.262027291637217e-14,9.384348166020617,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,7,10,3,1.394,1.142,1.54,0.398,3.891112785476428e-14,5.279578818434568,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,6,12,6,1.544,1.382,1.74,0.358,2.448053700240286e-14,4.365881622978436,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,6,10,4,3.13,2.984,3.25,0.296,3.0569497540446535e-14,4.147761337248621,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,7,11,4,0.48,0.296,0.608,0.312,2.6703839622119687e-14,4.059914625288426,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,6,10,4,1.59,1.054,1.722,0.668,4.657331237725289e-14,6.31920705174765,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,9,13,4,0.852,0.686,0.974,0.288,2.5991018556462843e-14,5.056305442608744,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
12,9,17,8,0.922,0.648,1.016,0.368,2.3684888644315666e-14,4.755677093415555,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,6,9,3,0.214,0.0,0.444,0.464,3.0696808061480605e-14,4.165035211517291,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,6,13,7,0.066,0.0,0.15,0.172,2.4811209028383648e-14,4.424853978091433,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,8,12,4,2.098,1.828,2.224,0.396,2.281802280203738e-14,4.06938730201628,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,6,13,7,0.092,0.0,0.524,0.868,2.4688420928222957e-14,4.802897463891387,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,7,14,7,0.366,0.242,0.48,0.238,3.760941619915034e-14,7.316554193826144,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,9,13,4,1.476,1.344,1.62,0.276,2.8451998124141925e-14,5.535065609516882,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,6,11,5,2.014,1.852,2.16,0.308,4.3650504838119917e-14,5.922631737057102,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,7,12,5,1.522,1.38,1.638,0.258,3.174896866826903e-14,4.826950133693839,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
12,10,15,5,2.114,2.024,2.436,0.412,2.2751528302950103e-14,4.5682681314401306,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
12,10,15,5,2.274,2.02,2.446,0.426,2.024622378589459e-14,4.065229274778633,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,7,12,5,2.418,2.266,2.562,0.296,4.640029624561432e-14,7.054462729368804,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,9,15,6,0.74,0.58,0.842,0.262,2.667929109089245e-14,5.190202317572468,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,6,11,5,0.908,0.502,1.038,0.536,3.561960007814718e-14,4.832974433319349,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,6,11,5,0.974,0.86,1.148,0.288,3.7171615026345045e-14,5.65138143527654,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,7,11,4,1.142,0.976,1.28,0.304,7.257909723450714e-14,11.034553177458626,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,7,15,8,1.754,1.608,1.906,0.298,3.821516961484516e-14,5.81003811521814,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,7,11,4,2.76,2.598,2.918,0.32,3.805958992349049e-14,5.7863845780015115,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,6,11,5,0.108,0.0,0.298,0.384,2.67214959513804e-14,4.062599002906359,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,8,12,4,2.076,1.918,2.386,0.468,2.5725168973028227e-14,4.587850440385969,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,8,14,6,1.458,1.37,1.548,0.178,7.037294974758797e-14,13.690388010310658,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,8,13,5,1.984,1.856,2.13,0.274,2.1748837667293577e-14,4.231029500773686,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,6,10,4,0.964,0.758,1.108,0.35,4.503359501234637e-14,6.110293570327167,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,7,11,4,1.514,1.358,1.632,0.274,3.769328279302298e-14,5.730693123237807,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,6,9,3,1.676,1.508,1.832,0.324,3.2577371699478255e-14,4.420195740067095,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,9,13,4,3.096,2.992,3.238,0.246,3.557914256989697e-14,6.921583770513272,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,8,13,5,2.706,2.6,2.95,0.35,2.372298680410803e-14,4.230779419587455,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
12,10,15,5,3.146,2.892,3.25,0.512,2.0088430207006263e-14,4.0335459800046305,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,7,15,8,2.328,2.192,2.46,0.268,4.44562120200504e-14,6.75889414852616,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,7,15,8,2.342,2.26,2.424,0.164,4.2430552709325e-14,8.254460444902799,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,6,10,4,2.34,2.106,2.53,0.424,5.5222919824773724e-14,7.49281179633779,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,7,10,3,0.412,0.112,0.7,0.588,3.380502323503563e-14,4.586767191497121,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,4,10,6,1.878,1.714,1.992,0.278,3.5009823535120634e-14,4.7502381185932006,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,7,11,4,0.328,0.152,0.72,0.568,3.2025475749643314e-14,4.868988850206254,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,7,11,4,0.57,0.134,0.732,0.598,2.877025472790298e-14,4.374081764868506,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,4,10,6,1.854,1.682,2.026,0.344,3.515931043091352e-14,5.345440979778887,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,6,11,5,2.782,2.63,2.94,0.31,5.5842974641201794e-14,8.490079055059484,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,7,13,6,1.72,1.602,1.836,0.234,2.7020277683974422e-14,4.818821326372837,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,7,13,6,1.674,1.53,1.78,0.25,2.6421333439501676e-14,5.140019110098077,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,4,27,23,0.682,0.584,0.81,0.226,2.3958717427512534e-14,4.660940588514707,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
12,5,14,9,0.7,0.604,0.886,0.282,2.4032761996026404e-14,4.825526411898101,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,7,11,4,0.682,0.536,0.812,0.276,2.985003784696922e-14,4.53824644452773,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,7,12,5,2.36,2.242,2.476,0.234,3.271631311238696e-14,5.834657555712883,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
11,9,14,5,2.058,1.962,2.298,0.336,2.8025180105500085e-14,5.452032223735024,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
12,10,14,4,1.796,1.682,1.972,0.29,3.519216267526017e-14,7.066216962884282,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,8,13,5,1.79,1.616,1.948,0.332,4.087749552435096e-14,7.290130379314389,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
8,6,10,4,2.486,2.332,2.668,0.336,5.655415339841789e-14,7.673437570127592,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,7,11,4,1.678,1.552,1.83,0.278,2.932544278637544e-14,4.458489705834071,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,8,12,4,2.794,2.644,2.918,0.274,2.8792100418026863e-14,5.134809832385416,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
10,8,12,4,0.634,0.502,0.77,0.268,3.869004581293279e-14,6.900018573542617,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
12,9,16,7,1.064,0.98,1.158,0.178,3.258168602048138e-14,6.542060644631673,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,57
9,6,18,12,0.15,0.038,0.264,0.226,9.98292527070124e-14,22.545004371892368,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
10,7,17,10,0.628,0.52,0.74,0.22,3.809020244659586e-14,8.158179911831276,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
12,10,15,5,2.498,2.356,2.706,0.35,7.07215878126263e-14,13.80318364180663,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
9,6,15,9,0.87,0.75,1.002,0.252,4.56047913499312e-14,10.29918778798207,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
12,9,14,5,0.486,0.394,0.614,0.22,2.3264537126328356e-14,4.540688186288239,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
8,6,14,8,2.814,2.594,2.982,0.388,1.9049597591337482e-14,4.412389073950241,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
11,8,14,6,0.688,0.466,0.796,0.33,2.132661984498372e-14,4.374218377244757,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
12,8,16,8,1.392,1.31,1.47,0.16,2.4885123401356105e-14,4.856988352241324,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
12,10,15,5,1.912,1.812,2.194,0.382,3.337148346153848e-14,6.513325405526165,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
12,9,14,5,2.106,1.814,2.192,0.378,3.391358006050982e-14,6.6191298584327525,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
12,10,15,5,2.608,2.516,2.706,0.19,3.680969912596616e-14,7.184383899602544,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
10,4,12,8,1.048,0.92,1.176,0.256,2.5684063432675412e-14,5.501026429156693,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
11,9,14,5,2.83,2.732,2.934,0.202,2.2820275978636667e-14,4.680576260331694,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
12,9,15,6,2.798,2.708,2.904,0.196,2.324911186301435e-14,4.537677539202507,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
9,7,11,4,1.9,1.748,2.048,0.3,2.956249712341025e-14,6.676265812060147,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
10,8,12,4,1.796,1.646,2.252,0.606,2.2254206648076553e-14,4.766417870438641,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
10,8,13,5,1.976,1.668,2.182,0.514,2.7415775535728686e-14,5.871925452652613,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
11,9,15,6,1.706,1.57,1.802,0.232,2.2419861360322537e-14,4.598448806723096,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
12,9,14,5,3.008,2.89,3.104,0.214,3.707265161554981e-14,7.235706015169431,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
10,4,25,21,2.21,2.084,2.324,0.24,3.2138678465474175e-14,6.883479325620337,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
8,3,10,7,2.498,2.202,2.652,0.45,2.31995176944465e-14,5.373619988825386,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
10,8,12,4,2.34,2.214,2.448,0.234,2.9647421880772366e-14,6.349900659215846,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
8,6,10,4,1.672,1.508,1.846,0.338,1.918804506455916e-14,4.44445715912791,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
11,9,23,14,2.188,2.008,2.318,0.31,2.0579547391155243e-14,4.22098931045298,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
9,7,12,5,0.41,0.294,0.544,0.25,1.8453917775320797e-14,4.167552552398553,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
9,7,12,5,2.686,2.548,3.002,0.454,2.515219475521038e-14,5.6802623013031335,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
10,7,14,7,2.638,2.542,2.75,0.208,2.414259877415574e-14,5.170874704981309,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
11,7,14,7,2.612,2.512,2.7,0.188,2.3643167272431355e-14,4.84935622855709,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
9,6,11,5,2.978,2.866,3.09,0.224,3.2400449743865214e-14,7.317176692392583,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
11,8,14,6,1.25,1.138,1.352,0.214,3.352920318254895e-14,6.877041828547254,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
12,10,15,5,0.986,0.848,1.094,0.246,3.450089087756259e-14,6.733759058841508,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
12,9,15,6,2.1,2.004,2.196,0.192,3.2791471217646154e-14,6.400120714220962,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
8,6,10,4,2.424,2.024,2.634,0.61,1.8634385551147865e-14,4.316215017741391,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
9,6,12,6,1.474,1.314,1.63,0.316,2.4270253345008297e-14,5.481088487920855,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
9,7,11,4,3.09,2.924,3.224,0.3,1.830271302122124e-14,4.13340512817381,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
11,9,18,9,1.434,1.338,1.606,0.268,2.635672227542069e-14,5.405922728453335,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
11,9,13,4,3.1,2.966,3.218,0.252,3.4957490920703904e-14,7.169992259400472,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
11,9,14,5,1.83,1.714,1.964,0.25,5.108766890313508e-14,10.478389064512326,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
8,7,10,3,0.516,0.346,0.684,0.338,2.1161294644095787e-14,4.901513789493876,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
9,7,19,12,0.484,0.352,0.682,0.33,2.171304769979578e-14,4.903580283784069,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
10,8,12,4,1.492,1.354,1.628,0.274,1.244270650602358e-13,26.649855276714568,D0179_chirp-ST_postcomp_MN_EEG_Constr_2018.set,58
